label,review,compound,scores,comp_score
neg,could  really  goodbut  things  good  bad  heres  run  positive  negativeside1the  setting  underground  cave2couple  moments  make  jump3great  conceptside1story2cast3troll  creatures4tried  take  seriously,0.3744,"{'neg': 0.186, 'neu': 0.572, 'pos': 0.242, 'compound': 0.3744}",the review is positive
neg,reviews  wrong  film  note  reviews  posted  completely  different  movie  descent  horror  movie  descent  please  check  movie  posting  post  review,-0.6705,"{'neg': 0.271, 'neu': 0.637, 'pos': 0.092, 'compound': -0.6705}",the review is negative
neg,descent  almost  full  hour  movie  see  movie  even  supposed  basically  chick  flick  mutants  last  25  minutes  horror  movie  suspense  right  guess  new  style  horror  I  stick  halloween  exorcist  texas  chainsaw  massacrebasically  6  young  women  go  mountains  romp  around  together  trying  help  one  friend  loss  family  consists  first  50  minutes  movie  finally  go  cave  another  15  minutes  see  chasing  wanting  kill  mutants  actually  pretty  neat  see  much  like  sweet  home  alabama  meets  gargoyles  going  advertise  movie  scary  horror  make  like  one  chick  flick  boos  tossed  towards  end  stay  away  failed  flick,-0.7579,"{'neg': 0.204, 'neu': 0.63, 'pos': 0.167, 'compound': -0.7579}",the review is negative
pos,chicks  accents  america  movie  little  dated  sure  scared  every  loving  bejesus  folks  came  said  still  scary  keep  interest  sure  hey  talking  6  foxy  chicks  going  cave  crawl  around  guys  interest  hold  chicks  enjoy  female  choas  group  couple  scenes  unsettle  even  stone  faced  horror  show  movie  goer  oh  funny  thing  movie  chicks  british  accents  sure  happens  adds  charm  chicks  crawling  around  cave  anyone  injured  vs  americanare  ok  worth  buying  seeing  couple  times,0.9347,"{'neg': 0.125, 'neu': 0.573, 'pos': 0.301, 'compound': 0.9347}",the review is positive
pos,35  stars  4  bottom  linewithout  question  best  horror  film  come  last  decade  much  competition  descent  takes  little  time  develop  interesting  female  group  friends  plunging  situation  would  terrifying  enough  even  creatures  worry  like  horror  seen  film  ashamednote  please  watch  unrated  versiondirectors  cut  much  better  ending,0.0865,"{'neg': 0.242, 'neu': 0.496, 'pos': 0.262, 'compound': 0.0865}",the review is positive
pos,descent  horrific  adventure  wow  treat  writerdirector  neil  marshal  2nd  directorial  tryout  dog  soldiers  ok  descent  far  away  superior  every  waylike  lackluster  american  version  called  cave  british  version  descent  written  bettter  less  special  effects  teach  show  directors  special  effects  everything  solid  plot  first  good  actors  2nd  special  effects  comes  3rd  way  aroundalthough  movies  touch  little  hugely  sucessful  bestseller  novel  descent  jeff  long  movies  could  greatly  benefited  could  done  movies  much  closely  novel  would  cost  much  would  gigantic  blockbuster  movie  housesbut  like  gritty  scary  movies  great  twist  end  must  get  excellent  horror  adventure,0.986,"{'neg': 0.087, 'neu': 0.544, 'pos': 0.369, 'compound': 0.986}",the review is positive
neg,another  one  bites  dust  yet  another  cheesy  cliche  horror  movie  bunch  dumb  idiots  die  one  sometimes  cool  ways  nothing  creative  nothing  interesting  nothing  original  stupid  found  hard  laugh  yeah  creatures  supposed  blind  yet  seem  able  see  fine  dumb  bimbos  shut  love  horror  movies  like  contradict  every  turn  ending  nothing  laughable  hard  draw  line  horror  comedy  pure  joke  nothing  unless  another  little  mtv  airhead  finds  kind  crap  scary  entertaining,-0.6173,"{'neg': 0.329, 'neu': 0.361, 'pos': 0.311, 'compound': -0.6173}",the review is negative
neg,bad  first  dvd  received  disc  second  one  received  packaged  fine  halfway  movie  static  skipped  etc  poor  quality,-0.7003,"{'neg': 0.295, 'neu': 0.625, 'pos': 0.08, 'compound': -0.7003}",the review is negative
neg,sucks  stupidiest  movie  ever  made  say  great  movie  heads  examine  gang  bored  women  nothing  wit  lives  go  mountains  eaten  underground  albino  blind  creatures  nobody  knows  came  fromone  wonen  education  doctors  lawyersetc  vocabulary  linited  four  letter  words  second  cliche  place  one  duh  I  everything  character  another  one  sensitive  lost  husband  person  another  know  I  person  rest  wishywashy  half  witted  grouo  questionthe  end  predictable  listen  people  noone  supposed  leave  mountain  duhit  stole  storylines  good  horror  movies  likew  alien  instanceif  could  give  negative  stars  movie  believe  would,-0.8481,"{'neg': 0.182, 'neu': 0.749, 'pos': 0.07, 'compound': -0.8481}",the review is negative
neg,dumb  movie  bunch  nonsense  group  girls  rolls  eyes  explores  cave  yousa  rolls  eyes  aliens  living  rolls  eyes  third  time  dumb  believe  good  reviews  read  must  production  staff,-0.7506,"{'neg': 0.264, 'neu': 0.653, 'pos': 0.082, 'compound': -0.7506}",the review is negative
neg,horror  ten  year  olds  half  dozen  women  go  explore  unexplored  cavewithout  weapons  defend  withshould  danger  ariseand  arise  right  filmmaker  lost  credibility  could  hardly  seemake  hell  going  anyone  made  cave  damn  darki  paid  seventeen  bucks  dvd  tried  return  unsuccessfully  target  accept  returns  unless  exact  thing  ended  giving  friend  keep  dvds  respect  collectionthis  well  written  either  believe  film  director  gets  horror  genre  alli  suppose  I  waiting  next  alex  aja  flick  heres  someone  understands  horror,-0.9518,"{'neg': 0.292, 'neu': 0.575, 'pos': 0.133, 'compound': -0.9518}",the review is negative
neg,lousy  movie  inch  gonging  like  cave  watching  plan  sell  blockbuster  worthy  collectionthe  best  part  end,0.875,"{'neg': 0.13, 'neu': 0.37, 'pos': 0.5, 'compound': 0.875}",the review is positive
neg,dumb  dumber  dumber  six  macho  bisexual  chicks  go  caving  find  blind  creepy  underground  thingshey  girls  cheap  rent  guide  done  cave  beforeduhhhit  hard  feel  sorry  dumb  dumber  dumber,-0.9584,"{'neg': 0.55, 'neu': 0.45, 'pos': 0.0, 'compound': -0.9584}",the review is negative
neg,fair  movie  started  got  lost  cave  know  trying  get  know  charcters  beginning  dialogue  could  better  know  one  women  affair  one  friends  husband  think  charcters  strong  enough  maybe  needed  stronger  actresses  like  sigourny  weaver  linda  hamilton  even  angela  basset  movie  moments  good  watch  good  put  movie  night  friends,0.9694,"{'neg': 0.035, 'neu': 0.57, 'pos': 0.394, 'compound': 0.9694}",the review is positive
neg,descent  stupidity  watched  second  time  year  gave  2  stars  science  fiction  merits  would  given  one  star  otherwise  group  women  descend  cavern  get  back  due  multiple  stupid  mistakes  underground  monsters  main  mistake  way  handled  battery  problem  lanterns  limited  use  becaue  low  battery  life  instead  alternating  use  one  latern  lit  lead  others  following  first  person  either  used  glow  lights  many  flaws  mistakes  led  demise  leaving  unsympathetic  plight  addition  ending  confusing  interesting  watch  regardless,-0.9313,"{'neg': 0.254, 'neu': 0.684, 'pos': 0.062, 'compound': -0.9313}",the review is negative
neg,slowwwwwwwwwwwwww  thought  movie  one  horror  movies  took  forever  get  pointit  reminded  wolf  creek  barely  watched  movies  make  want  something  happen  bad  almost  turn  movie  finally  get  good  parts  pretty  good  wish  story  line  could  figured  different  way  find  creatures  instead  showing  flashbacks  people  cheating  womens  husbands  died  blah  blah  blah  blah  blah  different  storyline  characters  might  awesome,-0.3182,"{'neg': 0.266, 'neu': 0.522, 'pos': 0.212, 'compound': -0.3182}",the review is negative
neg,disappointing  hollywood  formula  ending  buyer  beware  version  feel  good  hollywood  formula  ending  original  redone  give  us  viewers  somewhat  happy  typical  usa  horror  ending  resolution  pretty  symbolic  countries  state  would  say  get  european  version  bought  thing  wo  realizing  redid  buying  original,0.7357,"{'neg': 0.128, 'neu': 0.611, 'pos': 0.261, 'compound': 0.7357}",the review is positive
neg,waste  time  major  disappointment  movie  bunch  horrifying  images  little  character  developement  supposed  care  women  watch  die  hope  find  death  scenes  enjoyable  exactly  many  centuries  would  take  humans  become  bat  like  beyond  think  would  happened  yet  strong  things  take  large  game  wolves  110  pound  woman  take  4  time  whatever  deleted  scenes  horrible  deserved  deleted  maybe  deleted  whole  movie  gave  2  stars  movie  somewhat  watchable  end  hell  anyway  would  ended  dream  getaway  would  said  bad  movie  actual  ending  made  dislike  even  say  waste  less  time  get  cave  instead  even  liked  dog  soliders  happened,-0.9519,"{'neg': 0.27, 'neu': 0.577, 'pos': 0.153, 'compound': -0.9519}",the review is negative
pos,never  get  scared  thought  ring  funny  girl  came  tv  still  get  kick  scary  grudge  made  cackle  joy  hairy  ghost  girl  emerged  funny  nothing  seem  scare  theatre  anymore  except  movie  really  know  saw  atually  got  goose  bumps  combines  good  acting  many  types  horror  horror  trapped  cave  system  finding  alone  times  feel  heart  pace  quicken  tight  situations  basically  watch  watch  alone  make  sure  dark  enjoy,0.7866,"{'neg': 0.215, 'neu': 0.497, 'pos': 0.288, 'compound': 0.7866}",the review is positive
pos,good  movie  I  much  words  comes  writing  reviews  thought  good  movie  like  scarey  movies,0.6808,"{'neg': 0.129, 'neu': 0.476, 'pos': 0.395, 'compound': 0.6808}",the review is positive
pos,good  movie  worth  watch  good  story  scaring  also  attractive  good  friends  gathering  ppl  watch  together,0.9136,"{'neg': 0.105, 'neu': 0.291, 'pos': 0.604, 'compound': 0.9136}",the review is positive
pos,good  great  movie  jumps  scares  story  bad  high  end  system  audio  pretty  awesome  helps  convey  scary  elements  picture  good  hd  tv  best  I  seen  great  movie  pop  rainy  night  especially  enjoyed  good  surround  sound  system,0.9787,"{'neg': 0.157, 'neu': 0.317, 'pos': 0.526, 'compound': 0.9787}",the review is positive
pos,terrorific  extreme  adventuring  watching  movie  feel  like  I  labyrinthine  cave  far  undergroundjust  find  mountain  crevasse  viewing  touching  void  found  troglodytes  believable  well  character  development  quite  adequate  acting  fine  found  nothing  detracted  experience  except  last  10  seconds  give  away  find  movie  engrossing  terrorific  adventure,0.9144,"{'neg': 0.0, 'neu': 0.715, 'pos': 0.285, 'compound': 0.9144}",the review is positive
pos,good  way  thru  genuinly  creepy  disturbing  good  special  effects  make  claustrophobics  nightmare  second  one  follows  suit  worth  time,0.7269,"{'neg': 0.124, 'neu': 0.487, 'pos': 0.39, 'compound': 0.7269}",the review is positive
pos,better  expected  bad  worth  watch  monsters  whatever  little  weird  oh  well  still  scary  stuff,-0.355,"{'neg': 0.356, 'neu': 0.352, 'pos': 0.292, 'compound': -0.355}",the review is negative
pos,I  going  spelunking  ever  movie  made  want  stay  dark  caves  one  love  creepy  dark  surprises,0.7506,"{'neg': 0.0, 'neu': 0.619, 'pos': 0.381, 'compound': 0.7506}",the review is positive
pos,good  flick  good  modern  take  wonderful  hp  lovecraft  story  claustrophobic  element  great  cinematography  good  story  keeps  entertained,0.9595,"{'neg': 0.0, 'neu': 0.364, 'pos': 0.636, 'compound': 0.9595}",the review is positive
pos,stay  far  away  caves  suspenseful  scary  gem  horror  movie  tension  keeps  growing  take  anymore  creatures  simple  effective  especially  right  light  wait  see  director  next  ignore  awful  sequel,-0.872,"{'neg': 0.372, 'neu': 0.506, 'pos': 0.122, 'compound': -0.872}",the review is negative
neg,bad  budget  movie  thought  good  job  makeup  movie  script  way  directed  typical  movie  type  made  feel  budget,-0.1531,"{'neg': 0.164, 'neu': 0.701, 'pos': 0.136, 'compound': -0.1531}",the review is negative
pos,movie  movie  good  confusing  end  great  scare  enjoy  movie  ready  fright  night  enjoy,0.8481,"{'neg': 0.269, 'neu': 0.175, 'pos': 0.556, 'compound': 0.8481}",the review is positive
neg,waste  time  read  book  horribly  pieced  together  slasher  film  book  really  good  read  see  unless  trying  scare  eight  ear  old  sibling,-0.7357,"{'neg': 0.318, 'neu': 0.574, 'pos': 0.108, 'compound': -0.7357}",the review is negative
pos,descent  quite  simply  one  best  horror  movies  ever  made  comes  person  watches  almost  nothing  horror  every  day  never  movie  bleak  since  john  carpenters  thing  neil  marshall  first  made  mark  dog  soldiers  another  excellent  film  direction  even  fantastic  allfemale  cast  perfect  spoton  creatures  looked  acted  like  others  ever  seen  gore  immense  absolutely  amazing  favor  picking  unrated  version  film  movie  beyond  typical  hack  n  slash  horror  film  characters  greatly  fleshed  really  get  chance  know  become  attached  none  women  disposable  gore  fodder  bloody  disgusting  frightening  claustrophobic  amazing  one  favorite  movies  favorite  ever  made,0.9676,"{'neg': 0.145, 'neu': 0.55, 'pos': 0.304, 'compound': 0.9676}",the review is positive
pos,descent  bunch  women  want  men  well  go  caveno  pun  intended  meet  interesting  things  way  downthat  said  things  creatures  apparently  short  silly  review  hey  isi  like  movie  certainly  enjoyed  descent  2,0.9081,"{'neg': 0.0, 'neu': 0.599, 'pos': 0.401, 'compound': 0.9081}",the review is positive
pos,descent  movie  really  great  expecting  much  movie  blood  horror  movie  I  seen  far  good  story  scary  times  scare  easily  enjoyed  movie  much,0.4391,"{'neg': 0.265, 'neu': 0.394, 'pos': 0.341, 'compound': 0.4391}",the review is positive
pos,wow  great  movie  could  say  wow  leave  like  scary  movies  movies  lots  action  movies  finish  watching  want  watch  goodwell  buy  movie  become  one  favorite  movies  time  I  watched  lot  horror  movies,0.886,"{'neg': 0.167, 'neu': 0.453, 'pos': 0.381, 'compound': 0.886}",the review is positive
neg,descent  review  ordered  dvd  would  play  last  two  chapters  received  another  dvd  still  would  play  last  two  chapters  got  part  money  back  something  fault  happy  purchase  turned  heard  dvds  would  play  last  two  chapters  also,0.802,"{'neg': 0.062, 'neu': 0.688, 'pos': 0.25, 'compound': 0.802}",the review is positive
neg,turkey  stinker  wow  remember  renting  first  came  probably  would  excited  scared  12  ok  maybe  13  even  14  beyond  predictable  scary  stuff  smoke  mirrors  really  waste  time  seen  better  b  plots  filmography  decent,-0.101,"{'neg': 0.249, 'neu': 0.511, 'pos': 0.24, 'compound': -0.101}",the review is negative
neg,bored  saw  movie  bored  also  enjoyment  creature  strange  disgusting  thought  movie  goodlookingbut  anyway  movie  failure,-0.7964,"{'neg': 0.502, 'neu': 0.356, 'pos': 0.142, 'compound': -0.7964}",the review is negative
neg,disappointing  find  descent  interesting  film  predictable  storyline  bunch  young  women  go  cave  predictably  get  stuck  search  another  way  outonce  stuck  cave  probably  guess  happens  next  odd  creatures  come  apparently  see  rely  hearing  attack  women  different  ways  scary  people  made  typicallooking  monstersa  big  problem  descent  picture  incredibly  dark  majority  movie  takes  place  cave  darkness  mostly  around  except  flashlights  whatnot  dark  filmthere  couple  moments  made  jump  scene  beginning  film  woman  jumped  bed  walked  window  movie  typical  horror  bloodfest  would  good  idea  look  elsewhere,-0.9485,"{'neg': 0.242, 'neu': 0.701, 'pos': 0.056, 'compound': -0.9485}",the review is negative
neg,one  star  one  jump  one  worst  movies  ever  seen  jumped  make  scary  movie  first  half  film  nothing  happens  meet  try  appeal  male  crowd  female  typical  characters  knowitall  one  bad  past  cocky  one  etc  reason  intense  see  creatures  completely  look  like  naked  people  greasy  sexy  put  even  ending  spoiler  know  sees  friend  either  somehow  impossibly  made  seeing  head  like  throughout  movie  even  worth  renting  store,0.197,"{'neg': 0.151, 'neu': 0.664, 'pos': 0.185, 'compound': 0.197}",the review is positive
neg,one  worse  horror  films  ever  made  finished  watching  movie  best  thing  finally  endedslow  boring  extremely  gory  uninteresting  characters  tied  script  filled  cliches  except  trouble  sleeping  watch  since  wonderful  cure  insomnia,-0.4404,"{'neg': 0.27, 'neu': 0.549, 'pos': 0.181, 'compound': -0.4404}",the review is negative
neg,trashutter  trash  getting  five  minutes  movie  wondering  care  wondering  thing  fifteen  minutes  half  hour  hour  way  endfrankly  bored  thought  suspense  completely  transparent  characters  unbelievable  acting  mediocre  bestcomplete  waste  time  watch  paint  dry  instead  thank,0.4336,"{'neg': 0.118, 'neu': 0.696, 'pos': 0.186, 'compound': 0.4336}",the review is positive
neg,horrible  plain  horrible  nothing  good  say  movie  made  sense  execpt  females  british  accents  cool,-0.7967,"{'neg': 0.433, 'neu': 0.461, 'pos': 0.106, 'compound': -0.7967}",the review is negative
neg,well  terrible  I  disapointed  I  never  getting  back  99  minutes  life  wasted  watching  descent  stupid  project  greenlight  movie  feast  horrorsci  fi  one  definitly  goes  list  movies  wish  watch  predictabletried  working  sheer  goreand  workwelli  kind  cheering  die  best  part  moviei  pay  rent  sister  hahahahaps  pick  something  elseanything  better,0.5574,"{'neg': 0.216, 'neu': 0.517, 'pos': 0.267, 'compound': 0.5574}",the review is positive
neg,desucked  suspense  sudden  frightenly  moments  movie  would  given  1  star,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",the review is positive
neg,slllloooowwwwwww  slower  made  hour  horrible  picture  kept  hoping  something  would  happen  monster  finally  appeared  like  watching  silly  kiddie  horror  film  said  I  enough  everyone  else  watching  felt  way  british  version  uncut,-0.4215,"{'neg': 0.182, 'neu': 0.657, 'pos': 0.162, 'compound': -0.4215}",the review is negative
pos,pretty  creepy  hopes  one  delivered  liked  never  sure  expect  even  though  elements  typical  suspensefulhorror  movies  gory  enough  make  cringe  creative  unbeatable  supermonster  based  tale  like  ending  would  like  see  alternate  well  really  good  stuff,0.9586,"{'neg': 0.04, 'neu': 0.511, 'pos': 0.449, 'compound': 0.9586}",the review is positive
pos,intense  overall  good  intense  movie  character  development  lacking  thought  result  difficult  determine  characters  roles  dialect  got  wet  dirty  bloody  could  tell  kept  edge  seat  sure  going  horrible  accident  would  fall  prey  ugly  creatures  likely  descent  2  come  I  looking  forward,-0.9081,"{'neg': 0.325, 'neu': 0.536, 'pos': 0.139, 'compound': -0.9081}",the review is negative
pos,take  descent  realm  pure  terror  tired  lame  ineffective  horror  movies  advertised  keep  edge  seat  scare  death  take  look  descent  fresh  new  look  viewthis  movie  terrify  beyond  belief  find  scared  victims  movie  clenching  onto  nearest  item  anticipation  going  happen  next  trust  really  idea  happen  nexti  found  practically  leaping  seat  terror  trust  everyone  rarely  happens  go  movies  whatever  attitude  show  fear  make  movies  like  exorcist  without  breaking  sweat  however  movie  wondering  going  happen  eyes  glued  screen  entire  timeonce  want  horror  film  let  slightest  bit  pick  descent  today,-0.9801,"{'neg': 0.334, 'neu': 0.549, 'pos': 0.117, 'compound': -0.9801}",the review is negative
pos,veritable  masterpiece  neil  marshals  descent  great  moviethe  outline  followssix  girlfriends  go  caving  find  alone  cavewhat  follows  fast  paced  adrenaline  fueled  thrill  ride  grabs  throat  let  gothere  many  scary  moments  filmthere  nice  buildup  suspense  creatures  revealed  terrifyingthe  acting  good  characters  well  developed  early  stages  filmbefore  caving  scenesyou  may  breath  one  endsif  get  scared  easy  may  want  watch  movie  someone  might  get  itas  intensei  liked  twist  ending  sets  nicely  sequali  saw  britsh  version  ending  apparrently  differs  north  americani  wait  check  north  american  version  compareyou  check  movie  5  5,0.9601,"{'neg': 0.074, 'neu': 0.667, 'pos': 0.259, 'compound': 0.9601}",the review is positive
pos,finally  decent  horror  movie  heart  throat  verybeginning  time  made  horror  movie  strong  female  leads  degrade  use  eye  candy  dangled  front  sadistic  killerthis  movie  lot  layers  characters  creatures  freaking  scary,-0.8316,"{'neg': 0.356, 'neu': 0.48, 'pos': 0.164, 'compound': -0.8316}",the review is negative
pos,grade  good  horror  flic  dvd  ending  left  puzzled  turn  lights  rewarded,0.1779,"{'neg': 0.292, 'neu': 0.378, 'pos': 0.33, 'compound': 0.1779}",the review is positive
neg,dark  confusing  problems  film  seems  pretty  implausible  six  potential  models  would  even  take  expedition  even  accept  premise  none  characters  distinguished  therefore  emotional  investment  ultimately  get  depths  cave  things  become  dark  confusing  end  film  know  dead  dying  really  carethis  well  made  film  could  great  taken  cue  deliverance  reduced  amount  characters  four  gotten  well  known  actress  two,0.6344,"{'neg': 0.15, 'neu': 0.627, 'pos': 0.223, 'compound': 0.6344}",the review is positive
neg,looks  good  bluray  hmmmmmm  thoughts  come  mind  gruesomegoulishbloody  like  love  good  plot  movie  keeps  toes  blood  gore  movie  apparent  graphic  suitable  children  period,0.91,"{'neg': 0.0, 'neu': 0.603, 'pos': 0.397, 'compound': 0.91}",the review is positive
pos,difference  unrated  regular  version  first  let  say  really  enjoyed  movie  like  regular  slasher  good  actually  seen  show  main  difference  one  listed  reviews  ending  see  gore  show  something  unrated  always  mean  extra  gore  sex  anyway  ending  different  one  seen  us  theatres  spoil  ending  seen  know  youtube  really  suppose  anyway  pick  movie  add  collection  keeper,0.8503,"{'neg': 0.0, 'neu': 0.844, 'pos': 0.156, 'compound': 0.8503}",the review is positive
pos,creepy  cave  trips  never  good  idea  movie  scary  group  women  thinks  fun  go  annual  adventure  trips  prefer  nice  hotel  beach  creepy  crawly  caves  sound  better  really  get  know  characters  care  things  trip  caves  go  terrify  claustrophobic  definitely  freaked  movie  love  good  scary  movie  may  insomniac  movie  well  written  acted  give  creeps  highly  recommend  power  path  love,0.9589,"{'neg': 0.163, 'neu': 0.456, 'pos': 0.381, 'compound': 0.9589}",the review is positive
pos,great  horror  movie  love  horror  movies  unfortunatly  hard  find  actually  scare  descent  however  fantastic  job  popped  dvd  player  average  expectations  horror  movie  set  caves  girls  protagonists  halfway  though  monsters  finally  showed  creepy  introductory  view  tunnel  pressed  couch  far  could  go  arms  around  knees  intently  watching  every  moment  moviei  never  squealed  like  girl  watching  horror  movie  descent  evoked  several  thankful  watching  without  witnessesi  highly  recommend  descent  anyone  seeking  scary  movie,-0.8569,"{'neg': 0.274, 'neu': 0.568, 'pos': 0.158, 'compound': -0.8569}",the review is negative
pos,amazing  2006  packed  pg13  horror  films  lots  gore  flicks  tcm  beginning  stuff  finally  good  horror  movie  comes  august  descent  british  horror  film  good  twiststory  one  year  car  accedent  6  women  reunite  cabin  appilachian  mountains  go  caving  expedition  arrive  cave  descent  cave  begins  exit  blocked  keep  praying  pushing  hoping  another  exit  bunch  deadly  creatures  attackthoughts  cool  movie  good  music  great  sfx  great  lighting  thought  cool  light  naturalso  see  film,0.9468,"{'neg': 0.135, 'neu': 0.552, 'pos': 0.313, 'compound': 0.9468}",the review is positive
pos,descent  bluray  review  already  movie  dvd  like  much  ordered  bluray  impressed  quality  hd  recommend  movie  anyone  enjoys  original  horror  flick  also  continue  impressed  amazons  excellent  service  quality  products,0.9403,"{'neg': 0.108, 'neu': 0.429, 'pos': 0.463, 'compound': 0.9403}",the review is positive
pos,well  cast  intense  suprisingly  unconventional  movie  could  easily  inane  repititious  piece  garbage  cast  one  us  weeklystartmzs  latest  darlings  let  stumble  film  mediocre  acting  skills  perfect  hair  make  pay  opening  weekend  box  office  returns  courseinstead  descent  takes  road  less  traveled  pun  intended  cast  relative  unknowns  least  sorry  women  household  names  another  country  shame  ignorant  behind  exceptional  characters  balance  gritty  vulnerable  well  altruistic  nurturing  one  minute  egomaniacal  totally  aloof  nextthe  film  exploits  common  phobia  trapped  enclosed  places  etc  showing  us  extreme  terrifying  scenario  works  movie  chillingly  intense,-0.3759,"{'neg': 0.191, 'neu': 0.623, 'pos': 0.186, 'compound': -0.3759}",the review is negative
neg,blows  write  I  48  min  movie  know  I  watching  female  version  cliffhanger  horror  movie  seen  5  females  sleepover  cabin  woman  get  stuck  starts  hyperventelate  woman  hard  time  crossing  hole  watching  5  women  caving  expedition  usual  female  driven  bickering  among  would  recommend  looking  horror  see  wolf  creek  something  oh  way  I  56  min  still  nothing  save  money,-0.8729,"{'neg': 0.204, 'neu': 0.758, 'pos': 0.038, 'compound': -0.8729}",the review is negative
neg,cavedwelling  slasher  flick  expectations  high  bought  dvd  first  45  minutes  movie  little  slow  seemed  building  momentum  first  15  minutes  cave  diving  bush  league  spilunkers  ok  flick  turned  another  slasher  movie  cave  darkness  added  little  plastic  vampires  little  stupid  watch  nothing  slashers  flick  total  disappointment,-0.7351,"{'neg': 0.17, 'neu': 0.762, 'pos': 0.068, 'compound': -0.7351}",the review is negative
neg,horrible  film  film  utterly  horrible  gore  shoots  creatures  women  propelled  pressure  washer  creatures  somehow  rip  several  women  shreds  without  teeth  coming  contact  flesh  movements  look  ridiculous  actually  moving  quickly  film  rate  monsters  camera  far  much  end  looking  silly  rather  scary  woman  accidentally  kills  companion  heat  battle  judged  crippled  left  dead  another  group  dreamgotcha  ending  nonexistent  ploti  fan  horror  movies  one  good  starts  compelling  story  ends  slasher  flick  characters  annoying  protagonist  included  cannot  wait  die  although  lot  time  money  spent  special  effects  redeeming  factor  obscure  military  leadership  saying  goes  polish  turd,-0.9696,"{'neg': 0.283, 'neu': 0.601, 'pos': 0.116, 'compound': -0.9696}",the review is negative
neg,boooooorrring  debate  aboutplan  9  outer  spacebeing  worst  movie  ever  made  well  debate  overthe  descent  unrated  widescreen  editionwins  prize  hands  definitely  something  wrong  movie  find  rooting  monsters  victims  come  monsters  look  like  mindless  male  brutes  hmmmthank  goodnes  fast  forward  button  even  thanks  stop  button  find  forget  button,-0.4588,"{'neg': 0.254, 'neu': 0.538, 'pos': 0.208, 'compound': -0.4588}",the review is negative
neg,overated  robbed  taking  classic  james  cameron  aliens  premise  except  going  underground  really  got  nowhere  despite  great  reviewsi  got  nowhere  sorry  found  nothing  new  perhaps  retard  felt  robbed  time  found  lacked  story  moral  story  odd  ok  end  main  character  dreamed  alldid  journey  centre  earth  much  imagination  charm  rope  length,0.8072,"{'neg': 0.041, 'neu': 0.751, 'pos': 0.207, 'compound': 0.8072}",the review is positive
neg,joke  really  excited  rent  based  4  star  reviews  needless  say  started  watching  bored  first  hour  ridiculous  looking  monsters  appear  nowhereabsolutely  boring  hard  see  stupid  worst  movie  ever  try  halloween  orexorcist  want  real  horror  movie,-0.9233,"{'neg': 0.392, 'neu': 0.483, 'pos': 0.125, 'compound': -0.9233}",the review is negative
neg,waste  time  read  book  jeff  long  title  subject  though  book  started  bit  slow  took  speed  turned  one  best  reads  ever  wondering  would  turn  something  interesting  complex  psychological  video  represent  book  pretended  author  would  sue  travesty  boring  schlock  hollywood  representation  turning  every  interesting  story  outlike  horror  movie  sold  well  please  like  idea  story  buy  book  waste  time,0.0516,"{'neg': 0.199, 'neu': 0.586, 'pos': 0.215, 'compound': 0.0516}",the review is positive
neg,could  great  movie  okay  let  us  start  good  atmosphere  suitably  claustrophobic  background  music  fit  feel  movie  crawlers  welldesignedspoiler  alertunfortunately  movie  little  make  empathize  heroine  juno  affair  sarahs  late  husband  bad  vilified  even  accidentally  killing  another  girl  insanity  battle  crawlers  leaving  girl  fell  ground  I  sorry  wound  would  expected  dead  sarah  wounds  juno  leaves  behind  lost  interest  seeing  main  character  survive  well  since  movie  give  us  indication  escapes  caves  well  least  part  2,-0.4522,"{'neg': 0.238, 'neu': 0.534, 'pos': 0.228, 'compound': -0.4522}",the review is negative
pos,great  follow  dog  soldiers  descent  everything  could  want  horror  film  acting  atmosphere  gore  top  notch  genre  people  went  even  know  creature  film  thought  one  girls  going  go  psycho  cave  start  killing  boy  surprised  caught  uk  ending  another  website  prefer  one  far  yous  closer  shabby  either  thing  really  care  creatures  little  scary  first  started  showing  swarms  lost  creepy  factor  build  actually  seeing  good  enjoyed  cave  diving  crawling  parts  much  creature  fest  come  plus  intimidating  hard  kill  like  creature  another  film  similar  feel  one  called  alien  enjoyed  dog  soldiers  quite  bit  descent  film  worthy  horror  dvd  collection,-0.0552,"{'neg': 0.199, 'neu': 0.581, 'pos': 0.22, 'compound': -0.0552}",the review is negative
pos,dark  claustrophobic  horror  descent  horror  movie  develops  plot  original  harrowing  claustrophobic  faintofheart  never  seen  actresses  play  members  hiking  group  embarking  misadventure  unexplored  cave  duly  impressed  natalie  jackson  mendoza  juno  beautiful  almost  fault  gifted  would  nice  see  prominent  roles  futurethe  psychological  aspect  horror  movie  keeps  building  tension  intelligently  handled  lot  things  hinted  spelled  audience  caves  things  happen  inside  unexpected  disturbingno  doubt  movie  justice  genre  daresay  even  seasoned  horror  fan  affected  way  movie  leaves  indifferent  fate  characters  ending  unapologetic  unrelenting  european  version,-0.5176,"{'neg': 0.244, 'neu': 0.551, 'pos': 0.205, 'compound': -0.5176}",the review is negative
